smiles,finger_prints
CC1OC2=NCC(=O)C12,[0 0 0 ... 0 0 0]
CC1(CC2OC12)OC=O,[0 0 0 ... 0 0 0]
CC12C3OC(CC1O)C23,[0 0 0 ... 0 0 0]
CC12CC3CC1(C)C3O2,[0 0 0 ... 0 0 0]
C(#N)C(C#N)(C(=O)N)N,[0 0 0 ... 0 0 0]
CC(=O)C1CC(O1)C=O,[0 0 0 ... 0 0 0]
NC(=[NH2+])C(C=O)=N[O-],[0 0 0 ... 0 0 0]
N=C1COC(O1)C1CN1,[0 0 0 ... 0 0 0]
C1OC2CCC3CC12C3,[0 0 0 ... 0 0 0]
CC12CC1C(=O)CNC2,[0 1 0 ... 0 0 0]
CC(=NO)C#CCOC,[0 0 0 ... 0 0 0]
C#CC(C1CC1)C1CO1,[0 1 0 ... 0 0 0]
CC1C2CC=CC1CO2,[0 0 0 ... 0 0 0]
N=C1OCC=CC1C#C,[0 0 0 ... 0 0 0]
Cc1cc(no1)OC,[0 0 0 ... 0 0 0]
CCC1(CO1)C1CO1,[0 0 0 ... 0 0 0]
CC1CC(C1)(C#N)C#N,[0 0 0 ... 0 0 0]
CC12C3N=C4OC1C4C23,[0 0 0 ... 0 0 0]
CC1(C)C(O)C1CO,[0 0 0 ... 0 0 0]
C1C(=O)COCC(=N1)N,[0 0 0 ... 0 0 0]
CC1C2CC2C1(O)C#N,[0 0 0 ... 0 0 0]
NC1C2OC(=O)C12C#N,[0 0 0 ... 0 0 0]
CC12CC1OCC(=O)N2,[0 0 0 ... 0 0 0]
NC1(C#N)C2C3CC2C13,[0 0 0 ... 0 0 0]
c1nc2c(o1)NC=NC2,[0 0 0 ... 0 0 0]
CC1CC23CC4C2C1N34,[0 0 0 ... 0 0 0]
CC12CCC(C)(CC1)O2,[0 0 0 ... 0 0 0]
OC1CN2C(CC=O)C12,[0 0 0 ... 0 0 0]
N=C1OCC2C3NC1C23,[0 0 0 ... 0 0 0]
CC(C)C1OCC(C)O1,[0 1 0 ... 0 0 0]
N#CC1=CC2CC(C1)O2,[0 0 0 ... 0 0 0]
CC1CC=CC(=O)O1,[0 0 0 ... 0 0 0]
C1CC2(C1)CC(=O)C=C2,[0 0 0 ... 0 0 0]
CC(CC#N)C=O,[0 1 0 ... 0 0 0]
CC1C(NC=O)C1(C)O,[0 0 0 ... 0 0 0]
CC1N2CC2(C)C11CC1,[0 0 0 ... 0 0 0]
CC12OCC1(O)C2C#N,[0 0 0 ... 0 0 0]
NC12COC(C1)OC2=O,[0 0 0 ... 0 0 0]
OC(C#C)C1NC1C=O,[0 1 0 ... 0 0 0]
CC(O)C1OC(=O)C1N,[0 1 0 ... 0 0 0]
CC1CN2C1=COC2=N,[0 0 0 ... 0 0 0]
CC12CN1CC(=O)C2,[0 0 0 ... 0 0 0]
C1C(=O)C=CNC(=O)O1,[0 0 0 ... 0 0 0]
CCC(CC)OC,[0 1 0 ... 0 0 0]
CC1(O)CC11CCC1,[0 0 0 ... 0 0 0]
C#CC12CC3C4C1N4C23,[0 0 0 ... 0 0 0]
N=C1NC(=CO1)N1CC1,[0 0 0 ... 0 0 0]
C#Cc1cc(oc1)CO,[0 0 0 ... 0 0 0]
C1C=C(CC1=O)C#N,[0 0 0 ... 0 0 0]
O=C1OC2CCCNC12,[0 0 0 ... 0 0 0]
N#CC1CC2OCC2O1,[0 0 0 ... 0 0 0]
c1c([nH]nn1)C2CC2,[0 0 0 ... 0 0 0]
OC1(CC1)C1OC1C=O,[0 0 0 ... 0 0 0]
CC12CC3C1CC(O)C23,[0 0 0 ... 0 0 0]
OC12CCC(C1)C1NC21,[0 0 0 ... 0 0 0]
CC1(C)CC11CC2OC12,[0 0 0 ... 0 0 0]
C#CC12CC1CC2C#N,[0 0 0 ... 0 0 0]
CC12OCOC3C1CC23,[0 0 0 ... 0 0 0]
CC1=CCn2c1ccc2,[0 0 0 ... 0 0 0]
CC1(C(=O)CC(=O)O1)C,[0 0 0 ... 0 0 0]
CC(OC(N)=O)C(N)=O,[0 1 0 ... 0 0 0]
CC(C#N)(C#N)C(=N)N,[0 0 0 ... 0 0 0]
C#CC12CC=C3CN1C23,[0 0 0 ... 0 1 0]
CC1(C)C2NC2C2OC12,[0 0 0 ... 0 0 0]
Cc1cc(=O)c(c[nH]1)C,[0 0 0 ... 0 0 0]
C1CC1C12CC1C=CC2,[0 0 0 ... 0 0 0]
OC1CC2CC(C=O)C12,[0 0 0 ... 0 0 0]
CC12CC1(O)C1OCC21,[0 0 0 ... 0 0 0]
CC(C)CC1CNC1=O,[0 1 0 ... 0 0 0]
CC1CN1CCNC=O,[0 0 0 ... 0 0 0]
O=C1NC=NCC11CN1,[0 0 0 ... 0 0 0]
C1C=CC=CNC(=O)N1,[0 0 0 ... 0 0 0]
CC1OC11C2NC2C1O,[0 0 0 ... 0 0 0]
O=C1CN2CC2C2OC12,[0 0 0 ... 0 0 0]
CC(C)OC(C)C#N,[0 1 0 ... 0 0 0]
C[NH+]=C(N)C([O-])=O,[0 0 0 ... 0 0 0]
Cn1cc(nc1C#C)N,[0 0 0 ... 0 0 0]
CC1=CC2(CC1N2)C=O,[0 0 0 ... 0 0 0]
CC1OCC1C1CC1O,[0 0 0 ... 0 0 0]
OC1C(O)C(=O)NC1=N,[0 0 0 ... 0 0 0]
OC1C2C3CN4C3C1C24,[0 0 0 ... 0 0 0]
c1cc2c([nH]cn2)nc1,[0 0 0 ... 0 0 0]
O=C(CC#N)CC1CO1,[0 0 0 ... 0 0 0]
O=CC1CC11CC(=O)C1,[0 0 0 ... 0 0 0]
Cc1cn(c(n1)N)C=O,[0 0 0 ... 0 0 0]
CC(C)C12CC1OC2=N,[0 1 0 ... 0 0 0]
CC1(OC1(C)C#N)C#N,[0 0 0 ... 0 0 0]
N=CN1CC(=N)NC1=O,[0 0 0 ... 0 0 0]
C1OC2COCCC2=C1,[0 0 0 ... 0 0 0]
C#CC12CCC=CC1N2,[0 0 0 ... 0 0 0]
O=CC1=CC2COC2C1,[0 0 0 ... 0 0 0]
CC(C)C1COC1=N,[0 1 0 ... 0 0 0]
N=C1OCC=CC2CC12,[0 0 0 ... 0 0 0]
CC12C=C3CC4C3C1N24,[0 0 0 ... 0 0 0]
CC1C2N1C(C)C21CC1,[0 0 0 ... 0 0 0]
C1C2CC1C21CCC=C1,[0 1 0 ... 0 0 0]
CC(C=O)C1=CC=CN1,[0 1 0 ... 0 0 0]
CC12CC3(CO3)C1CO2,[0 0 0 ... 0 0 0]
CC1C(O)C(=O)C11CC1,[0 0 0 ... 0 0 0]
OC1C=CCC(=O)C=C1,[0 0 0 ... 0 0 0]
CCO,[0 0 0 ... 0 0 0]
Cc1cn(c(n1)CO)C,[0 0 0 ... 0 0 0]
N=C1OC(=CN=C1)C#N,[0 0 0 ... 0 0 0]
CC#Cc1cnno1,[0 0 0 ... 0 0 0]
CC(=O)C(O)CC1CO1,[0 1 0 ... 0 0 0]
CC1(O)COCC(=O)C1,[0 0 0 ... 0 0 0]
CC12C3C4CC1CC2C34,[0 0 0 ... 0 0 0]
Cc1ccn2c1NCC2,[0 0 0 ... 0 0 0]
CC1(C=CNC(=O)N1)C,[0 0 0 ... 0 0 0]
O=C1NCCC2CCC12,[1 0 0 ... 0 0 0]
O=C1C2CC1OCOC2,[0 0 0 ... 0 0 0]
OC12COC1CCC2,[0 0 0 ... 0 0 0]
Cn1cc(c(c1)O)C#N,[0 0 0 ... 0 0 0]
CC1C(CO)C1C#C,[0 1 0 ... 0 0 0]
OCC1CC11CCC1,[0 0 0 ... 0 0 0]
CCC1=NCCCO1,[0 0 0 ... 0 0 0]
O=CCC1CNC(=O)O1,[0 0 0 ... 0 0 0]
CC12CC(O1)C=CC2O,[0 0 0 ... 0 0 0]
Cn1c(ccc1N)C#C,[0 0 0 ... 0 0 0]
ON=C1CCC1C#N,[0 0 0 ... 0 0 0]
CC1OC(=N)C2COC12,[0 0 0 ... 0 0 0]
CC1(COC(N)=O)CN1,[0 0 0 ... 0 0 0]
CC(=O)N(C)C1CC1,[0 0 0 ... 0 0 0]
CC#CCCOC(C)C,[0 1 0 ... 0 0 0]
COC1CCC11CN1,[0 0 0 ... 0 0 0]
CN1C2C3OC3C(=O)C12,[0 1 0 ... 0 0 0]
CC12C=CC3OC1C23C,[0 1 0 ... 0 0 0]
CC1C=CC(O)C11CO1,[0 0 0 ... 0 0 0]
C#CCC12OC1C1OC21,[0 0 0 ... 0 0 0]
CCC12CC1C(C)O2,[0 0 0 ... 0 0 0]
[NH3+]C1C2OC(C12)C([O-])=O,[0 0 0 ... 0 0 0]
CC#CC1CC2(C1)CC2,[0 0 0 ... 0 0 0]
CC1(O)CCC2CN2C1,[0 0 0 ... 0 0 0]
C#Cc1c(nc[nH]1)CO,[0 0 0 ... 0 0 0]
OC1CC2C3C1C(=O)N23,[0 0 0 ... 0 0 0]
CC12C(C#N)C1N1CC21,[0 0 0 ... 0 0 0]
O=C1NCC2(CO2)C=C1,[0 0 0 ... 0 0 0]
c1c2c(n[nH]1)CC=C2,[0 0 0 ... 0 0 0]
C1c2c(nc([nH]2)O)CN1,[0 0 0 ... 0 0 0]
CCCc1coc(n1)N,[0 0 0 ... 0 0 0]
C1C=C2C=CC3C1C23,[0 0 0 ... 0 0 0]
C1C2C3OCOC1C23,[0 0 0 ... 0 0 0]
C1CC1(CCC#N)C#N,[0 0 0 ... 0 0 0]
CC1NC(=O)NC1(C)C,[0 0 0 ... 0 0 0]
C1CC1C12CC3C1CN23,[0 0 0 ... 0 0 0]
N#CC1=NCC2CC2N1,[0 0 0 ... 0 0 0]
CC12OC3CC(C=C1)C23,[0 0 0 ... 0 0 0]
CC1CC2CCOC12,[0 0 0 ... 0 0 0]
OC1CC1(O)CCC#N,[0 0 0 ... 0 0 0]
C1CC1C1OC1C1CC1,[0 0 0 ... 0 0 0]
CC1C2OC(=O)C(C)C12,[0 0 0 ... 0 0 0]
C(c1noc(=O)o1)O,[0 0 0 ... 0 0 0]
CNC(=O)CO,[0 0 0 ... 0 0 0]
C1OC2C3CC12CO3,[0 0 0 ... 0 0 0]
CC12C3C4C(N14)C23C#C,[0 0 0 ... 0 0 0]
CCC(CC)CC#N,[0 1 0 ... 0 0 0]
CC1C2CC(C)(O)C1O2,[0 0 0 ... 0 0 0]
N=C1NC2=CCOC2O1,[0 0 0 ... 0 0 0]
COc1c(con1)N,[0 0 0 ... 0 0 0]
N=C1OCC2(NC12)C#C,[0 0 0 ... 0 0 0]
CC1(CCN2CC12)C=O,[0 0 0 ... 0 0 0]
O=C1CC2OCC12C#N,[0 0 0 ... 0 0 0]
CN1C=CC2OC2C1=O,[0 0 0 ... 0 0 0]
ON=C1CCCC11CN1,[0 0 0 ... 0 0 0]
OC12CC3CC1C2C3,[0 0 0 ... 0 0 0]
O=C1C=CC2CCC12,[0 0 0 ... 0 0 0]
CC1C2N=CNC(=O)C12,[0 0 0 ... 0 0 0]
CC12CCOC1C1CN21,[0 0 0 ... 0 0 0]
N#CCC12CC3OC1C23,[0 0 0 ... 0 0 0]
O=C1CC=CC2NC2C1,[0 0 0 ... 0 0 0]
C1CC11CC2N=COC12,[0 0 0 ... 0 0 0]
CC(CO)C1=CNC=C1,[0 1 0 ... 0 0 0]
CCC1CNC1C#N,[0 0 0 ... 0 0 0]
CN1C2CC3C2OCC13,[0 1 0 ... 0 0 1]
CC(=NO)C1OCC=C1,[0 0 0 ... 0 0 0]
CC1(C)C2C(=O)OC12C,[0 0 0 ... 0 0 0]
CC(O)C(C)C(C)C#N,[0 1 0 ... 0 0 0]
C1C2CCC=CC1C=C2,[0 0 0 ... 0 0 0]
CCNc1cc(co1)C,[0 1 0 ... 0 0 0]
O=C1NC2C3N=CN1C23,[0 0 0 ... 0 0 0]
OC12CC1(O)CC2,[0 0 0 ... 0 0 0]
c1c(non1)CO,[0 0 0 ... 0 0 0]
CC12C3CC4C(C1O3)N24,[0 0 0 ... 0 0 0]
N=COC1CCC2NC12,[0 0 0 ... 0 0 0]
CC(C)(CC=O)OC,[0 0 0 ... 0 0 0]
CC(C)(c1ccoc1)O,[0 0 0 ... 0 0 0]
CC1CC(OC=N1)C=O,[0 0 0 ... 0 0 0]
ON=C1CC2(CN2)C1O,[0 0 0 ... 0 0 0]
OC1CC(=O)CC11CC1,[0 0 0 ... 0 0 0]
c1c(oc(n1)C(=N)N)N,[0 0 0 ... 0 0 1]
CC1C(O)CNC1=O,[0 0 0 ... 0 0 0]
CC1=CC(=CO1)C1CO1,[0 0 0 ... 0 0 0]
CC1CC1C(=O)CC#C,[0 0 0 ... 0 0 0]
CC1=NC(CO1)C1CC1,[0 0 0 ... 0 0 0]
CC1=CCC2CC2OC1,[0 0 0 ... 0 0 0]
C1C(=NO)C(=CN1)C=O,[0 0 0 ... 0 0 0]
CN=C1CC(C)CO1,[0 0 0 ... 0 0 0]
CC12CC3C=CC1(C)N23,[0 0 0 ... 0 0 0]
CC1C2OC=NC1C2C,[0 0 0 ... 0 0 0]
CC(CCC=O)C(N)=O,[0 1 0 ... 0 0 0]
CC1C=CC2(C)COC12,[0 0 0 ... 0 0 0]
CN1CC1(C#C)C#C,[0 0 0 ... 0 0 0]
C1C(CO1)OC(=O)N,[0 0 0 ... 0 0 0]
Cn1cc(c(c1O)N)O,[0 0 0 ... 0 0 0]
NC1=C(O)C(=N)OC=N1,[0 0 0 ... 0 0 0]
C1CC2COC3C1C3O2,[0 0 0 ... 0 0 0]
N=C1OC2CCC12C#N,[0 0 0 ... 0 0 0]
CC1(CC1)C12CC(C1)O2,[0 0 0 ... 0 0 0]
C#CCOC12CN(C1)C2,[0 0 0 ... 0 0 0]
C1OCC1C1CCCO1,[0 0 0 ... 0 0 0]
CC(OC=N)C(O)C=O,[0 1 0 ... 0 0 0]
CC1(OC2CC1C2)C#N,[0 0 0 ... 0 0 0]
N=C1OC2C3C4C3N1C24,[0 0 0 ... 0 0 0]
C1C2CC3CC12CCO3,[0 0 0 ... 0 0 0]
CC1C=CC2N1CC2=O,[0 0 0 ... 0 0 0]
CC1CC(=O)C(O)C1O,[0 0 0 ... 0 0 0]
N#CC1C2CC2C11CO1,[0 0 0 ... 0 0 0]
CC1(C)C2N1CC2=O,[0 0 0 ... 0 0 0]
OC(C#N)C12CC(C1)C2,[0 1 0 ... 0 0 0]
CC(C)C12CC1C=CC2,[0 1 0 ... 0 0 0]
N=C1OC2(CC2)C11CC1,[0 0 0 ... 0 0 0]
CC12CN3C(C13)C(=N)O2,[0 0 0 ... 0 0 0]
N=COC(=O)C1CCC1,[0 0 0 ... 0 0 0]
CC1C(O)C1O,[0 0 0 ... 0 0 0]
CC1=C(NC=N1)OC=N,[0 0 0 ... 0 0 0]
CCC(C#N)C#N,[0 1 0 ... 0 0 0]
CN(C=O)C(=O)C#N,[0 0 0 ... 0 0 0]
CC1=CCc2c1cc[nH]2,[0 0 0 ... 0 0 0]
O=CC(C1CN1)N1CC1,[0 1 0 ... 0 0 0]
C(CC1CO1)C1CO1,[0 0 0 ... 0 0 0]
N#CC1CC2(COC2)N1,[0 0 0 ... 0 0 0]
OC1C=CC(O)C1C#C,[0 0 0 ... 0 0 0]
C#CCN1CCC(=O)C1,[0 0 0 ... 0 0 0]
CC1(C)N2CC2C11CC1,[0 0 0 ... 0 0 0]
CC12OC1C(C=C2)C#N,[0 0 0 ... 0 0 0]
CC1=CCC(=O)OC1=N,[0 0 0 ... 0 0 0]
CC1(C)NC1CN1CC1,[0 0 0 ... 0 0 0]
CC(C)(C#CCC#C)O,[0 0 0 ... 0 0 0]
O=C1OCCCC11CO1,[0 0 0 ... 0 0 0]
O=CNCC1COC=N1,[0 0 0 ... 0 0 0]
CC1=C2C3C4C3N(C1)C24,[0 0 0 ... 0 0 0]
O=C1CNCC(N1)C#C,[0 0 0 ... 0 0 0]
OC1C(NC1=O)C1CO1,[0 0 0 ... 0 0 0]
OC1CCCN2CC12,[0 0 0 ... 0 0 0]
CN1C2C1C(=O)C2C#C,[0 1 0 ... 0 0 0]
CCCCC(C)C,[0 1 0 ... 0 0 0]
CN(C)c1ccccn1,[0 0 0 ... 0 0 0]
C#CC1=CC2C3CC2C13,[0 0 0 ... 0 0 0]
O=C1NC2C(C12)N1CC1,[0 0 0 ... 0 0 0]
OC1(CNC1C#C)C#N,[0 0 0 ... 0 0 0]
CC1CC11CN(C1)C=O,[0 0 0 ... 0 0 0]
CC1C2NC(C#N)C12C,[0 0 0 ... 0 0 0]
OC1CC2(OCC12)C#C,[0 0 1 ... 0 0 0]
CCN1CCCC1=O,[0 0 0 ... 0 0 0]
CC1=C2CCC2CC1=O,[0 0 0 ... 0 0 0]
CC1CC2CC1C2,[0 0 0 ... 0 0 0]
CC1(CCO1)C1CO1,[0 0 0 ... 0 0 0]
c1c(nc([nH]1)O)C(=O)N,[0 0 0 ... 0 0 0]
CC12NC1C1NC2C1O,[0 0 0 ... 0 0 0]
Cc1cc(=O)c(c[nH]1)O,[0 0 0 ... 0 0 0]
N#CC1NC1CN1CC1,[0 0 0 ... 0 0 0]
C1C2CC1OC=NC2,[0 0 0 ... 0 0 0]
C(=N)N(C=O)C(=N)C#N,[0 0 0 ... 0 0 0]
N#CC12NC3CC1NC23,[0 0 0 ... 0 0 0]
OC1CC11CC(O)C1=O,[0 0 0 ... 0 0 0]
O=CCC12CN1CC2=O,[0 0 0 ... 0 0 0]
c1c(non1)C#N,[0 0 0 ... 0 0 0]
CC(=O)C1C2NC2C1=O,[0 0 0 ... 0 0 0]
CC1CC(CC#N)C=C1,[0 0 0 ... 0 0 0]
CCc1c(nco1)N,[0 0 0 ... 0 0 0]
Cc1c(cco1)CC#C,[0 0 0 ... 0 0 0]
O=CC1=CCOC2CC12,[0 0 0 ... 0 0 0]
CC1CC(C#C)C2OC12,[0 0 0 ... 0 0 0]
O=C1C2OC2C1CC#N,[0 0 0 ... 0 0 0]
CC1CC(=O)C=C1C,[0 0 0 ... 0 0 0]
CC1C2CC1(C#N)C2=O,[0 0 0 ... 0 0 0]
C1OC11COC2CC1C2,[0 0 0 ... 0 0 0]
CN1C2C(O)C1C21CO1,[0 1 0 ... 0 0 0]
OC1CC23COC2CC13,[0 0 0 ... 0 0 0]
CC1C2C(C)C1(C)C2=O,[0 0 0 ... 0 0 0]
CC1C2OC1(C)C21CO1,[0 0 0 ... 0 0 0]
CC12CCC1(CC2)C#C,[0 0 0 ... 0 0 0]
Cc1c(occ1C#C)C,[0 0 0 ... 0 0 0]
CC(C)(O)CC(O)C#N,[0 1 0 ... 0 0 0]
CC1OC2C3OC1OC23,[0 0 0 ... 0 0 0]
CC12CC1N(CC=O)C2,[0 0 0 ... 0 0 0]
[O-]C(=O)C1CCC(=[NH2+])N1,[0 0 0 ... 0 0 0]
CC1C=CC(=NO)C1=O,[0 0 0 ... 0 0 0]
CC1CC2(CC=O)CN12,[0 0 0 ... 0 0 0]
C#CC(CC#N)C1CC1,[0 1 0 ... 0 0 0]
C1CC1C(=O)NC=N,[0 0 0 ... 0 0 0]
ON=C1CN2C(C#N)C12,[0 0 0 ... 0 0 0]
CCc1cn(c(n1)O)C,[0 0 0 ... 0 0 0]
OC12CN3C(C13)C2C#C,[0 0 0 ... 0 0 0]
O=C1CC2(O1)C1CC2N1,[0 0 0 ... 0 0 0]
C1CNC(=O)NC=C1,[0 0 0 ... 0 0 0]
CCC#CCCO,[0 0 0 ... 0 0 0]
OC1=C(O)C=CC(=N)O1,[0 0 0 ... 0 0 0]
CC(C)C1COC(=N)C1,[0 1 0 ... 0 0 0]
CC12COC(C=C1)C2O,[0 0 0 ... 0 1 0]
OC1CC(C1)C(=O)C=O,[0 0 0 ... 0 0 0]
O=C1C2C3OC4C(C23)C14,[0 0 0 ... 0 0 0]
CC1CC1(C)C(O)C#C,[0 1 0 ... 0 0 0]
C1C2CC3=C(C=CO3)C12,[0 0 0 ... 0 0 0]
CC1CC11OC(=N)C1C,[0 0 0 ... 0 0 0]
CC(=O)N1CC(C1)(C)O,[0 0 0 ... 0 0 0]
CC12CC(C1)C21CCC1,[0 0 0 ... 0 0 0]
CC1C2COCC12C#N,[0 0 0 ... 0 0 0]
CC1=CC2CCC1C2O,[0 0 0 ... 0 0 0]
CC1(O)CCC(C1)=NO,[0 0 0 ... 0 0 0]
OC12C=CC3C1C2C3=O,[0 0 0 ... 0 0 0]
CC1N2CC2C1(C)C,[0 0 0 ... 0 0 0]
CC12CCCC1C(=N)O2,[0 0 0 ... 0 0 0]
CC12OC(=O)CC1C2O,[0 0 0 ... 0 0 0]
CC1(CCOC1=N)C#C,[0 0 0 ... 0 0 0]
CNc1ccno1,[0 1 0 ... 0 0 0]
O=CC1OC=NCC=C1,[0 0 0 ... 0 0 0]
C1C=CN2C1=NCC2=O,[0 0 0 ... 0 0 0]
CC12CC3C=CC(O1)C23,[0 0 0 ... 0 0 0]
CC(CC#C)(C#N)C#N,[0 0 0 ... 0 0 0]
N=COC(=O)C(=O)C#N,[0 0 0 ... 0 0 0]
OC1C(NC1C#C)C#C,[0 0 0 ... 0 0 0]
CC(O)C1=NC(C)CO1,[0 1 0 ... 0 0 0]
CC([NH3+])(C1CO1)C([O-])=O,[0 0 0 ... 0 0 0]
c1cc(c(nc1)F)N,[0 0 0 ... 0 0 0]
NC12COC1COC2=N,[0 0 0 ... 0 0 0]
C1COC1=NCC=O,[0 0 0 ... 0 0 0]
O=CC1CN1CCC#N,[0 0 0 ... 0 0 0]
O=C1CC2CC3C2N3C1,[0 0 0 ... 0 0 0]
CC12CN1C=CC2=NO,[0 0 0 ... 0 0 0]
CC12C3CC4C3C1OC24,[0 0 0 ... 0 0 0]
OCC12NC1C1CC21,[0 0 0 ... 0 0 0]
N#CC1C2CC1(C2)C#N,[0 0 0 ... 0 0 0]
CC(O)C(C)C(=O)C#C,[0 1 0 ... 0 0 0]
CCCC(=O)N1CC1,[0 0 0 ... 0 0 0]
CC1(C)[NH2+]C1CC([O-])=O,[0 0 0 ... 0 0 0]
ON=C1CC(C1)C1CO1,[0 0 0 ... 0 0 0]
Cc1ccnc(c1)CO,[0 0 0 ... 0 0 0]
OC12C3CC4CC(C13)C24,[0 0 0 ... 0 0 0]
c1cnc[nH]c1=O,[0 0 0 ... 0 0 0]
CC1(C)OC(=N)C1C#N,[0 0 0 ... 0 0 0]
CC1C2CC2C1(O)C=O,[0 0 0 ... 0 0 0]
NC12C3C1C1=NCC2N31,[0 0 0 ... 0 0 0]
Cn1cnc2c1[nH]cn2,[0 0 0 ... 0 0 0]
c1cnc(c(=O)cn1)N,[0 0 0 ... 0 0 0]
O=C(C1CN1)N1CC1,[0 0 0 ... 0 0 0]
CC(CC=O)N1CC1,[0 1 0 ... 0 0 0]
CC12CC3C4C3C1CC24,[0 0 0 ... 0 0 0]
CC1(CCC=C1)NC=O,[0 0 0 ... 0 0 0]
CC(C)(C1CC1)C(=O)N,[0 0 0 ... 0 0 0]
OC1CC2CC2(O)C=C1,[0 0 0 ... 0 0 0]
CC1(C)CC2CC(C1)O2,[0 0 0 ... 0 0 0]
CC1(CCNC1=O)C#C,[0 0 0 ... 0 0 0]
CC1C2CC1(O2)C#C,[0 0 0 ... 0 0 0]
CC1C2N3C2(C)CC13C,[0 0 0 ... 0 0 0]
CC1(C)CC(C#C)C1O,[0 0 0 ... 0 0 0]
N#CC12CC3C(C1)C3C2,[0 0 0 ... 0 0 0]
c1cncc(nc1=O)O,[0 0 0 ... 0 0 0]
O=C1CCC2OC2C1=O,[0 0 0 ... 0 0 0]
CC(O)C1OCCCO1,[0 1 0 ... 0 0 0]
CC1C2OC1(C)C2(C)O,[0 0 0 ... 0 0 0]
CC1NC2(COC12)C=O,[0 0 0 ... 0 0 0]
C1CC=CC2NC2C1,[0 0 0 ... 0 0 0]
CC12CN3C(CC13)C2O,[0 0 0 ... 0 0 0]
CC1=CC(O)C(O)C1,[0 0 0 ... 0 0 0]
CCc1ccoc1C#C,[0 0 0 ... 0 0 0]
CC1([NH3+])C(O)C1C([O-])=O,[0 0 0 ... 0 0 0]
N#CC12OC1CN1CC21,[0 0 0 ... 0 0 0]
OC1CC(C1)C#CC#N,[0 0 0 ... 0 0 0]
N#CCC1CCO1,[0 0 0 ... 0 0 0]
COc1ncon1,[0 0 0 ... 0 0 0]
CC1=CCC(O)C(=O)C1,[0 0 0 ... 0 0 0]
CC1(CCCC1)CC#C,[0 0 0 ... 0 0 0]
CC1C2CC1(CC#C)O2,[0 0 0 ... 0 0 0]
C1CC23OC4CC12OC34,[0 0 0 ... 0 0 0]
CC1CC(C)C(C)=C1,[0 0 0 ... 0 0 0]
CC(O)C1(CC#N)CN1,[0 1 0 ... 0 0 0]
C1C2C=C3CCC3C12,[0 0 0 ... 0 0 0]
CC(=O)OC1COC1=N,[0 0 0 ... 0 0 0]
O=CC1(CCO1)C1CN1,[0 0 0 ... 0 0 0]
O=CN1CC2NC2C=C1,[0 0 0 ... 0 0 0]
N#CC12OC(C=C1)C=C2,[0 0 0 ... 0 0 0]
C[NH2+]CCC([O-])=O,[0 0 0 ... 0 0 0]
CC12CC1C1OC2C=C1,[0 0 0 ... 0 0 0]
CN1C2CC2C1=O,[0 0 0 ... 0 0 0]
CC(=O)C1CCOCC1,[0 0 0 ... 0 0 0]
C1N=COC11CN=CO1,[0 0 0 ... 1 0 0]
CC1C2OC=NC12C#C,[0 0 0 ... 0 0 0]
C1COCOC(=O)OC1,[0 0 0 ... 0 0 0]
CC1N2CC2C11CCO1,[0 0 0 ... 0 0 0]
CC1OC11CCCC1C,[0 0 0 ... 0 0 0]
CC1=CC(C)(O)CC1=O,[0 0 0 ... 0 0 0]
OC1CC1(O)C#N,[0 0 0 ... 0 0 0]
CC1(CC11CCC1)C#N,[0 0 0 ... 0 0 0]
C1CC2C1C2C1COC1,[0 0 0 ... 0 0 0]
CC12OC(C)(C)C1C2O,[0 0 0 ... 0 0 0]
Cc1cc(c(o1)C)C#C,[0 0 0 ... 0 0 0]
COCC1CCC1,[0 0 0 ... 0 0 0]
ON=C1C(O)CC1O,[0 0 0 ... 0 0 0]
CC1C2CC2(O)C=C1C,[0 0 0 ... 0 0 0]
CC#CC1(CC1)CO,[0 0 0 ... 0 0 0]
CC1CC11OC2CC12,[0 0 0 ... 0 0 0]
O1C=CN=CC=CN=C1,[0 0 0 ... 0 0 0]
Cc1cc(c([nH]1)N)O,[0 0 0 ... 0 0 0]
O=C1C2COC1OC2,[0 0 0 ... 0 0 0]
CC#CCOCC#CC,[0 0 0 ... 0 0 0]
CC(=N)NC(=O)C1CO1,[0 0 0 ... 0 0 0]
CC#CC(C=O)N(C)C,[0 1 0 ... 0 0 0]
CC1C2CC(O)C(=O)N12,[0 0 0 ... 0 0 0]
N=COC12CC1N1CC21,[0 0 0 ... 0 0 0]
CC(C)(C)NC(=O)C=O,[0 0 0 ... 0 0 0]
c1cnoc1C#N,[0 0 1 ... 0 0 0]
C1CC2C3OC(=N1)C23,[0 0 0 ... 0 0 0]
OC12CC1NC2C#C,[0 0 0 ... 0 0 0]
C1CC23CCC4C(C12)N34,[0 0 0 ... 0 0 0]
O=C1OCC2CC3C2C13,[0 0 0 ... 0 0 0]
CNC(=O)N1CCC1,[0 0 0 ... 0 0 0]
CC1(N)C2CC1(O2)C#N,[0 0 0 ... 0 0 0]
C#CCOCCCC#N,[0 0 0 ... 0 0 0]
C1CC1C2CCOCC2,[0 0 0 ... 0 0 0]
O=COC12CC1C1NC21,[1 0 0 ... 0 0 0]
O=C1C2C3C=CN1C23,[0 0 0 ... 0 0 0]
NC(=O)C1CC2(CO2)C1,[0 0 0 ... 0 0 0]
CC1=NC=NC(=N)C=N1,[0 0 0 ... 0 0 0]
C#CC1COCOC=N1,[0 0 0 ... 0 0 0]
